url	unique	type
http://www.hikingupward.com/SNP/JeremysRun/	0.950951540825435	Loop
http://www.hikingupward.com/GWNF/TarJacketRidge/	0.474172334663649	Loop
http://www.hikingupward.com/GWNF/MillsCreek/	0.872341182151027	Loop
http://www.hikingupward.com/GWNF/ChimneyHollowElliotKnob/	0.960923894755705	Loop
http://www.hikingupward.com/PNF/BigButtTrail/	0.0100889856777722	Out & Back
http://www.hikingupward.com/SNP/CalfMountain/	1	Loop
http://www.hikingupward.com/NCSP/JacobForkRim/	0.939865002670046	Loop
http://www.hikingupward.com/MNF/SpruceKnobSenecaCreek/	0.508493250223632	Loop
http://www.hikingupward.com/PNF/PinnacleRockyKnobWalkersKnob/	0.106827173320384	Out & Back
http://www.hikingupward.com/MNF/MiddleForkBigBeechy/	0.955984151677652	Loop
http://www.hikingupward.com/SNP/ThePeak/	0.850867718840057	Loop
http://www.hikingupward.com/GWNF/RamseysDraft/	0.95989460510779	Loop
http://www.hikingupward.com/JNF/JamesRiverFaceWilderness/	5	Unknown
http://www.hikingupward.com/GSMNP/MtCammererBigCreek/	0.921801253142851	Loop
http://www.hikingupward.com/MNF/CanaanMountainTableRock/	0.812465533969124	Loop
http://www.hikingupward.com/GWNF/ShenandoahMountain/	0.914480874533022	Loop
http://www.hikingupward.com/PNF/MiddleProngWilderness/	0.862825393235409	Loop
http://www.hikingupward.com/MNF/CranberryRiver/	0.942363112842155	Loop
http://www.hikingupward.com/PNF/RoanHighlands/	0.00383276695009638	Out & Back
http://www.hikingupward.com/MNF/DollySodsLionsHead/	0.735131361919745	Loop
http://www.hikingupward.com/WMNF/Presidentials/	1	Loop
http://www.hikingupward.com/JNF/MtRogersWilburnRidge/	0.896779528388625	Loop
http://www.hikingupward.com/MNF/NorthForkMountain/	1	Loop
http://www.hikingupward.com/OMH/CatoctinTrail/	0.982803604777827	Loop
http://www.hikingupward.com/JNF/MtRogersGraysonHighlands/	0.985510089857555	Loop
http://www.hikingupward.com/OMH/MarylandChallenge/	1	Loop
